,Antonyms,Term,Synonyms
166,"['end', 'move', 'leave', 'destroy', 'loveable', 'likeable', 'respectable', 'great', 'nice', 'good', 'worthy', 'honorable', 'delightful', 'pleasing', 'pleasant', 'desirous', 'attractive', 'kind', 'wonderful', 'decent', 'moral', 'honest']",base,"['paltry', 'support', 'infrastructure', 'ground', 'foundation', 'source', 'garrison', 'center', 'camp', 'site', 'terminal', 'field', 'station', 'settlement', 'home', 'post', 'depot', 'port', 'locate', 'depend', 'stay', 'found', 'establish', 'wretched', 'abhorrent', 'atrocious', 'awful', 'contemptible', 'despicable', 'disgusting', 'heinous', 'horrible', 'horrid', 'odious', 'reprehensible', 'repugnant', 'repulsive', 'revolting', 'terrible', 'vile', 'spine', 'evil', 'wrong']"
167,"['inconspicuous', 'inessential', 'inferior', 'insignificant', 'last', 'lesser', 'minor', 'nonessential', 'ordinary', 'secondary', 'subordinate', 'trivial', 'unimportant', 'unknown', 'worker', 'employee', 'auxiliary', 'unnecessary', 'poor', 'small', 'little']",principal,"['dominant', 'key', 'leading', 'main', 'major', 'outstanding', 'paramount', 'predominant', 'preeminent', 'primary', 'prime', 'prominent', 'administrator', 'dean', 'boss', 'director', 'chief', 'superintendent', 'assistant', 'broker', 'commissioner', 'deputy', 'handler', 'lawyer', 'minister', 'officer', 'operative', 'operator', 'promoter', 'representative', 'worker', 'foundation', 'infrastructure', 'source', 'elemental', 'essential', 'necessary', 'primitive', 'underlying', 'vital', 'finest', 'first', 'first-rate', 'perfect', 'terrific', 'tough', 'considerable', 'popular', 'powerful', 'serious', 'significant', 'substantial', 'valuable']"
168,[''],danish,"['bread', 'cake', 'croissant', 'doughnut', 'phyllo', 'pie', 'pastry', 'muffin', 'scone', 'bun']"
169,[''],junctions,"['juncture', 'crossing', 'intersection', 'confluence', 'terminal']"
170,"['division', 'separation', 'parting']",junction,"['confluence', 'crossing', 'intersection', 'juncture', 'terminal', 'connection', 'combo', 'consolidation', 'merger', 'mix', 'sequence', 'solution']"
171,['disorganization'],structures,"['architecture', 'arrangement', 'complex', 'construction', 'design', 'format', 'formation', 'framework', 'network', 'organization', 'system', 'house', 'edifice', 'metallurgy', 'planning']"
172,[''],ørsteds,['']
173,[''],dk,['']
174,[''],zz,['']
175,[''],armchair,"['recliner', 'armchair', 'bench']"
176,[''],ribbon,"['bow', 'decoration', 'streamer', 'strip', 'stripe', 'tape', 'identification', 'insignia', 'marker', 'medallion', 'pin', 'ribbon', 'stamp', 'symbol', 'token', 'line', 'ring', 'strap', 'string', 'badge']"
177,[''],ribbons,"['bow', 'decoration', 'streamer', 'strip', 'stripe', 'tape']"
178,[''],lyngby,['']
179,[''],cng,['']
180,[''],zig,['']
181,"['unsubstantial', 'secondary', 'extra', 'auxiliary', 'additional', 'unimportant', 'nonessential', 'insignificant', 'inessential', 'trivial', 'minor']",mid,"['basic', 'essential', 'fundamental', 'important', 'key', 'paramount', 'pivotal', 'significant']"
182,[''],calculations,"['arithmetic', 'computation', 'counting', 'estimate', 'estimation', 'forecast', 'judgment', 'prediction', 'thought', 'planning']"
183,[''],hbn,['']
184,[''],bldg,['']
185,[''],zag,['']
186,"['life-giving', 'center', 'middle', 'interior', 'inside', 'imprecise', 'false', 'uncertain', 'indefinite', 'vague', 'questionable', 'inexact', 'ambiguous']",terminal,"['fatal', 'incurable', 'lethal', 'station', 'depot', 'monitor', 'camp', 'center', 'field', 'garrison', 'home', 'port', 'post', 'settlement', 'site', 'terminal', 'barrier', 'border', 'borderline', 'bounds', 'confines', 'edge', 'frontier', 'horizon', 'line', 'perimeter', 'closing', 'actual', 'categorical', 'clear-cut', 'conclusive', 'decisive', 'definite', 'exhaustive', 'precise', 'reliable', 'specific', 'ultimate', 'unambiguous']"
187,[''],denmark,['']
188,"['dishonest', 'evil', 'false', 'fraudulent', 'illegal', 'illegitimate', 'improper', 'invalid', 'misbehaving', 'unacceptable', 'unfitting', 'unlawful', 'unreal', 'unsuitable', 'untrustworthy', 'wrong', 'imprecise', 'flawed', 'incorrect', 'inaccurate', 'poor', 'disagreeable', 'bad', 'unsatisfactory', 'insufficient', 'unsuited', 'inappropriate', 'inadequate', 'unreasonable', 'stupid', 'disadvantage', 'subordination', 'counterfeit', 'uncertain', 'indefinite', 'untruthful', 'unreliable', 'inexact', 'inconclusive', 'incomplete', 'irrelevant', 'lower', 'worsen', 'mean', 'nasty', 'sad', 'unhappy', 'cold', 'unkind', 'hateful', 'repulsive', 'unsociable', 'unpleasant', 'unfriendly', 'hostile', 'aloof']",right,"['appropriate', 'good', 'honest', 'honorable', 'legal', 'legitimate', 'proper', 'suitable', 'true', 'perfect', 'sure', 'valid', 'correct', 'decent', 'acceptable', 'desirable', 'ideal', 'common', 'convenient', 'sufficient', 'happy', 'wise', 'reasonable', 'normal', 'clear', 'straight', 'away', 'claim', 'license', 'business', 'power', 'freedom', 'authority', 'priority', 'benefit', 'interest', 'immunity', 'integrity', 'independence', 'authentic', 'authoritative', 'conclusive', 'definite', 'definitive', 'exact', 'factual', 'strict', 'truthful', 'allowed', 'justifiable', 'permissible', 'pertinent', 'relevant', 'alter', 'enhance', 'lift', 'modify', 'rectify', 'revise', 'affable', 'amicable', 'charming', 'cheerful', 'cordial', 'delightful', 'engaging', 'friendly', 'genial', 'good-humored', 'good-natured', 'gracious', 'lovable', 'mellow', 'pleasant', 'sociable']"
189,"['full', 'happy', 'populated', 'productive', 'filled', 'inhabited', 'pleased', 'cheerful', 'used', 'intolerant']",left,"['barren', 'derelict', 'desolate', 'empty', 'forlorn', 'isolated', 'lonely', 'neglected', 'uninhabited', 'vacant', 'leftist', 'liberal', 'enlightened', 'flexible', 'humanistic', 'lenient', 'permissive', 'radical', 'reformist', 'tolerant']"
190,['quiet'],transmission,"['communication', 'transportation', 'delivery', 'broadcast', 'gearbox', 'advertisement', 'announcement', 'newscast', 'performance', 'program', 'publication', 'show', 'simulcast', 'transmission', 'radio', 'television', 'currency', 'dissemination', 'prong', 'connection', 'contact', 'conversation', 'intelligence', 'link']"
191,[''],plads,['']
192,[''],sheet,"['blanket', 'coat', 'foil', 'layer', 'leaf', 'piece', 'plate', 'slab', 'surface', 'bedspread', 'comforter', 'linen', 'pillow', 'pillowcase', 'quilt', 'sheet', 'carpet', 'cloak', 'coating', 'mat', 'rug', 'badge', 'calendar', 'check', 'label', 'poster', 'program', 'ticket', 'crust', 'glaze', 'membrane', 'patina', 'skin', 'varnish', 'veneer', 'canvas', 'cap', 'dress', 'envelope', 'front', 'jacket', 'lid', 'mask', 'roof', 'screen', 'tent', 'top', 'umbrella']"
193,[''],brandbyge,['']
194,[''],kongens,['']
195,[''],tin,"['bag', 'bottle', 'box', 'container', 'kit', 'packet', 'parcel', 'bucket', 'jar', 'package', 'canister', 'gold', 'metal', 'iron', 'platinum', 'mineral']"
196,[''],zinc,"['gold', 'iron', 'metal', 'mineral', 'platinum']"
197,"['cloudy', 'dark', 'dull', 'gloomy', 'obscure', 'unhappy', 'oppressive', 'strong', 'strict', 'rough', 'coarse', 'heavy', 'thick', 'fat', 'important', 'big', 'large', 'harsh', 'wild', 'violent', 'concentrated', 'firm', 'bold', 'loud', 'significant', 'great', 'brave', 'upset', 'disenchant', 'extinguish']",light,"['bright', 'luminous', 'rich', 'shiny', 'sunny', 'pastel', 'agile', 'slight', 'buoyant', 'fluffy', 'loose', 'slender', 'delicate', 'easy', 'lightweight', 'small', 'airy', 'thin', 'faint', 'weak', 'tiny', 'gentle', 'mild', 'sparse', 'moderate', 'soft', 'casual', 'smooth', 'lively', 'lighthearted', 'flash', 'glare', 'sun', 'radiation', 'window', 'lamp', 'ray', 'daylight', 'candle', 'bulb', 'glow', 'star', 'lantern', 'sunshine', 'information', 'aspect', 'ignite', 'shine', 'brighten', 'kindle', 'burn', 'sit', 'cheerful', 'cheery', 'graceful', 'descend', 'disembark', 'perch']"
198,"['release', 'forthrightness', 'truth', 'trustworthiness', 'openness', 'sincerity', 'truthfulness', 'frankness', 'honesty', 'fairness']",trapping,"['ambush', 'dress', 'equipment', 'garment', 'abduction', 'apprehension', 'arrest', 'confiscation', 'imprisonment', 'occupation', 'seizure', 'taking', 'chicanery', 'deception', 'dishonesty', 'duplicity', 'fraud', 'hypocrisy', 'treachery', 'trickery', 'angling', 'fishery', 'fishing', 'shooting']"
199,[''],ppf,['']
200,[''],koelmans,['']
201,[''],cox,['']
202,[''],computing,"['gauge', 'bookkeeping', 'computing', 'calculation']"
203,"['keep', 'maintain', 'remain', 'stay']",switching,"['convert', 'divert', 'replace', 'shift', 'swap', 'turn', 'veer']"
204,[''],murdoch,['']
205,[''],strukov,['']
206,[''],zto,['']
207,[''],ta,['']
208,[''],memristor,['']
209,[''],sebastian,['']
210,"['favorable', 'confident']",resistive,"['opposing', 'adverse', 'gloomy', 'pessimistic', 'unfavorable', 'weak']"
211,"['definite', 'smooth', 'even', 'sure', 'certain', 'distinct', 'bright', 'clear']",amorphous,"['nebulous', 'vague', 'asymmetrical', 'craggy', 'elliptical', 'jagged', 'lumpy', 'unbalanced', 'ambiguous', 'amorphous', 'hazy', 'imprecise', 'murky', 'shadowy', 'foggy', 'sketchy', 'uncertain']"
212,[''],pt,['']
213,[''],raeber,['']
214,[''],memristive,['']
215,[''],memristors,['']
216,[''],potentiation,['']
217,[''],partridge,"['fowl', 'duck', 'chicken', 'geese', 'pigeon', 'pheasant']"
218,[''],mckenzie,['']
219,[''],pulses,['vibration']
220,[''],synaptic,['']
221,[''],optogenetics,['']
222,[''],neuromorphic,['']
223,[''],synapses,['']
224,[''],mcculloch,['']
225,[''],eleftheriou,['']
226,"['concrete', 'reality', 'ignorance']",memory,"['consciousness', 'mind', 'recollection', 'remembrance', 'thought', 'picture', 'image', 'fantasy', 'reminder', 'memoir', 'vision', 'hallucination', 'memory', 'belief', 'concept', 'notion', 'opinion', 'perception', 'sense', 'suspicion', 'theory', 'view', 'account', 'anecdote', 'autobiography', 'biography', 'chronicle', 'diary', 'essay', 'journal', 'life', 'narrative', 'note', 'reminiscence', 'thesis', 'treatise']"
227,[''],photonic,['']
228,[''],devices,"['accessory', 'apparatus', 'appliance', 'equipment', 'gadget', 'gear', 'machine', 'material', 'mechanism', 'design', 'method', 'strategy', 'furnishings', 'furniture', 'machinery']"
229,"['lot', 'entirety', 'whole']",particle,"['fleck', 'fragment', 'grain', 'mite', 'molecule', 'ray', 'speck', 'dot', 'pellet', 'stone', 'chunk', 'dose', 'item', 'part', 'portion', 'sample', 'shard', 'slice', 'sliver', 'snippet', 'taste', 'trace']"
230,"['beginning', 'continuation', 'go', 'start']",suspension,"['break', 'freeze', 'halt', 'interruption', 'layoff', 'moratorium', 'period', 'postponement', 'stoppage', 'termination', 'deferment', 'deferral', 'recess', 'ceasefire', 'truce', 'delay', 'suspension']"
231,[''],electro,['']
232,[''],exponential,['']
233,[''],kerr,['']
234,[''],donovan,['']
235,[''],refractive,['']
236,[''],orientation,"['direction', 'location', 'alteration', 'arrangement', 'improvement', 'modification', 'readjustment', 'regulation', 'angle', 'area', 'aspect', 'line', 'objective', 'orientation', 'outlook', 'path', 'trend', 'way']"
237,[''],optical,['']
238,[''],mantegazza,['']
239,[''],dwnts,['']
240,[''],altimg,['']
241,[''],dichroism,['']
242,[''],birefringence,['']
243,[''],particles,"['fleck', 'fragment', 'grain', 'mite', 'molecule', 'ray', 'speck']"
244,[''],swnts,['']
245,"['sky', 'fun', 'entertainment', 'whole']",field,"['farmland', 'garden', 'grassland', 'green', 'ground', 'meadow', 'pasture', 'range', 'terrain', 'territory', 'competition', 'province', 'area', 'region', 'work', 'environment', 'job', 'department', 'line', 'court', 'track', 'park', 'course', 'stadium', 'turf', 'retrieve', 'handle', 'deflect', 'city', 'county', 'field', 'locality', 'neighborhood', 'section', 'sector', 'square', 'state', 'township', 'zone', 'realm', 'scene', 'sphere', 'camp', 'center', 'depot', 'garrison', 'home', 'port', 'post', 'settlement', 'site', 'station', 'terminal', 'arena', 'battleground']"
246,[''],us,['']
247,[''],anisotropy,['']
248,[''],eb,['']
249,[''],east,['']
250,[''],stripin,['']
251,[''],polarizability,['']
252,[''],bellini,['']
253,"['manual', 'lifeless', 'weak', 'ineffective', 'incapable', 'lethargic', 'inactive', 'idle', 'unproductive', 'impotent', 'fruitless', 'unstimulating', 'boring', 'depressing', 'slow', 'sluggish', 'clumsy']",electric,"['electrical', 'magnetic', 'automated', 'electric', 'electronic', 'mechanical', 'aggressive', 'changing', 'charismatic', 'compelling', 'effective', 'energetic', 'forceful', 'influential', 'lively', 'potent', 'powerful', 'productive', 'progressive', 'vigorous', 'breathtaking', 'exciting', 'inspiring', 'intoxicating', 'invigorating', 'rousing', 'stirring', 'thrilling', 'uplifting', 'agile', 'brisk', 'hot', 'nimble', 'quick', 'rapid', 'swift']"
254,[''],potassium,['']
255,[''],ion,['']
256,[''],ionic,"['classic', 'humanistic']"
257,"['incapability', 'ineptness', 'impotence', 'inefficiency', 'incompetence', 'incapacity', 'inability', 'weakness', 'lack', 'ignorance', 'ineptitude']",capacity,"['quantity', 'scope', 'size', 'space', 'readiness', 'strength', 'talent', 'power', 'facility', 'capability', 'efficiency', 'skill', 'competence', 'capacity', 'intelligence', 'qualification', 'understanding', 'fairness', 'sufficiency', 'flair', 'knack', 'proficiency', 'savvy']"
258,[''],adsorption,['']
259,[''],nanospheres,['']
260,"['agreement', 'stagnation', 'sameness', 'stay', 'remain']",exchange,"['change', 'commerce', 'network', 'swap', 'transaction', 'transfer', 'market', 'adjustment', 'amendment', 'conversion', 'diversification', 'modification', 'mutation', 'revision', 'transformation', 'variance', 'variation', 'alter', 'intersperse', 'rotate', 'vary', 'waver', 'assertion', 'case', 'claim', 'contention', 'debate', 'discussion', 'exchange', 'logic', 'plea', 'questioning', 'reason', 'reasoning']"
261,"['release', 'fail', 'receive', 'free', 'offer', 'give', 'yield', 'lose', 'misunderstand', 'surrender', 'forfeit', 'liberate', 'freedom', 'cancel', 'separate', 'distribute', 'divide', 'scatter', 'disperse']",capture,"['abduction', 'apprehension', 'arrest', 'confiscation', 'imprisonment', 'occupation', 'seizure', 'taking', 'secure', 'occupy', 'apprehend', 'trap', 'seize', 'snatch', 'conquer', 'take', 'catch', 'bust', 'capture', 'detention', 'incarceration', 'jailing', 'detain', 'imprison', 'incarcerate', 'jail', 'amass', 'collect', 'convene', 'gather', 'meet', 'mobilize', 'summon', 'nail']"
262,['whole'],materials,"['cloth', 'component', 'element', 'equipment', 'goods', 'ingredient', 'machinery', 'object', 'stuff', 'substance', 'supply', 'textile', 'information', 'text', 'work', 'data', 'evidence', 'dossier', 'info', 'input', 'knowledge', 'picture', 'statistics', 'testimony', 'cargo', 'freight', 'stock', 'application', 'purchase', 'shipment']"
263,[''],carboxyl,['']
264,[''],glucose,"['sugar', 'starch', 'lactose', 'cellulose', 'carbohydrate', 'molasses', 'glucose']"
265,[''],pore,['']
266,[''],hcx,['']
267,[''],activation,['']
268,[''],hc,['']
269,[''],ca,['']
270,['original'],carbons,"['graphite', 'soot', 'imitate', 'paint', 'photocopy', 'plagiarize', 'repeat', 'replicate', 'reproduce', 'rewrite', 'simulate', 'transcribe', 'image', 'model', 'photograph', 'portrait', 'print', 'replica', 'reproduction', 'transcript', 'type']"
271,[''],ultramicropore,['']
272,[''],ultramicropores,['']
273,[''],ultramicroporosity,['']
274,[''],ultramicroporous,['']
275,[''],sorption,['']
276,[''],mmol,['']
277,[''],carbonaceous,['']
278,"['separate', 'divide', 'scatter', 'disperse', 'disorganize', 'disorder', 'disarrange']",groups,"['association', 'band', 'body', 'class', 'club', 'company', 'crowd', 'faction', 'gang', 'organization', 'party', 'society', 'troop', 'meet', 'arrange', 'organize', 'gather', 'categorize']"
279,"['broadly', 'commonly', 'generally', 'usually']",ie,"['especially', 'i.e.', 'particularly', 'specially', 'specifically']"
280,[''],tafel,['']
281,[''],guangdong,['']
282,[''],tu,['']
283,[''],oxygen,['']
284,"['block', 'hindrance', 'discouragement']",catalyst,"['impetus', 'incentive', 'motivation', 'stimulant', 'catalyst', 'impulse', 'momentum', 'movement', 'pulse', 'vibration', 'encouragement', 'enticement', 'reason', 'stimulus']"
285,[''],oer,['']
286,"['disagreement', 'worker', 'employee', 'follower']",co,"['commander', 'commandant', 'adjustment', 'accession', 'compatibility', 'compliance', 'administrator', 'ruler', 'head', 'director', 'chief', 'officer', 'captain', 'firm', 'management', 'corporation', 'company', 'executive', 'boss', 'entrepreneur', 'manager', 'owner', 'organization', 'manufacturer', 'supervisor', 'government', 'official', 'administration', 'leader']"
287,"['gather', 'collect', 'dry', 'dehydrate', 'thicken', 'dirty', 'ignore']",water,"['drink', 'rain', 'bathe', 'sprinkle', 'dilute', 'inundate', 'soak', 'flood', 'irrigate', 'moisten', 'wash', 'spray', 'thin', 'wet', 'clean', 'dip', 'douse', 'immerse', 'rinse', 'scour', 'scrub', 'steep', 'submerge']"
288,"['decrease', 'lessening', 'reduction', 'shrinkage', 'stagnation', 'retrogression', 'retreat', 'decline', 'stoppage', 'halt', 'compression', 'abridgment', 'disorganization', 'ruin', 'destruction']",evolution,"['change', 'enlargement', 'expansion', 'growth', 'progression', 'transformation', 'advancement', 'evolution', 'improvement', 'increase', 'progress', 'development', 'extension', 'inflation', 'spread', 'arrangement', 'construction', 'creation', 'design', 'forming', 'pattern', 'production', 'structure']"
289,[''],mv,['']
290,[''],li,['']
291,[''],cobalt,['blue-green']
292,[''],fnc,['']
293,[''],electrocatalytic,['']
294,[''],electrocatalysts,['']
295,[''],microflowers,['']
296,[''],electrocatalyst,['']
297,[''],her,['']
298,"['delicate', 'fragile', 'idle', 'impotent', 'inactive', 'inadequate', 'incapable', 'incompetent', 'ineffective', 'inept', 'lazy', 'sluggish', 'unable', 'unskilled', 'unskillful', 'useless', 'weak', 'worthless', 'dull', 'unintelligent', 'stupid', 'idiotic', 'ignorant', 'unqualified', 'untalented', 'green', 'unsuitable', 'clumsy', 'powerless', 'inefficient', 'inexperienced', 'insufficient']",efficient,"['able', 'active', 'adequate', 'capable', 'competent', 'decisive', 'dynamic', 'economical', 'energetic', 'potent', 'powerful', 'productive', 'profitable', 'skilled', 'skillful', 'tough', 'useful', 'valuable', 'effective', 'efficient', 'intelligent', 'keen', 'prepared', 'responsible', 'smart', 'accomplished', 'adept', 'experienced', 'gifted', 'good', 'proficient', 'qualified', 'suited', 'talented', 'decent', 'cost-effective', 'practical', 'prudent']"
