,Carbon_SynAntList_Full_Refined,word 1,word 2,relationship,label
199,262.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[-0.6848377   0.5326853   0.30869767  0.0710553  -0.7413371  -0.3765762
  0.23719448 -0.2747393  -1.2054355  -1.1575885  -0.45118707 -0.44064835
  0.52828753 -0.30873907 -0.58391196 -0.1083739   0.9517214   0.06449442
 -0.00622901 -0.38045818 -0.6864667   0.4475462   0.83541256 -0.22029743
  0.08063234 -0.6682175  -1.037177   -0.12820946  0.29993466  0.20365615
  0.3782449   0.51828074  1.0597489   0.23554346 -0.8142714  -0.17517325
 -0.91801155  0.12469375  0.668489   -0.23372683 -0.03105548 -0.00409277
  0.5718872   0.20250008 -0.06061618 -0.7492543   0.3401016  -0.17962965
  0.02471341  0.12589474]",0,0
200,263.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[-0.75990003  2.5628111   1.3781025   1.3780243   2.8460007  -1.2293818
  0.6628141  -0.01081855  4.8140364  -3.1535735  -3.9776685  -1.1688975
 -0.11660828  2.0996468  -4.396926    1.4732418  -0.9791931   0.95970505
 -2.2645032  -0.64123416 -1.5635643   1.1621637   4.408587   -2.1798968
 -3.720817   -3.2632284  -1.4732119   0.88386124  0.6572141   0.04807052
  3.673432    3.7090971   2.5364954   2.3197858  -2.6139996   4.471163
 -2.8851695  -1.3951473   1.3565637   1.3052498   2.6456542  -4.221075
  0.81151366 -0.34545544 -2.2303119  -0.9797377  -1.2209077  -0.19747683
  3.2920835   0.62111986]",0,0
201,264.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[-0.3764955   4.470115    1.0057421   2.3634567   1.6743032  -1.9057151
  1.8905555  -1.2227505  -0.05099607 -0.65178794 -2.4892652  -0.13361752
  0.9512785   3.6221707   0.86273783  0.8927793   1.7440565   1.1465002
 -1.6995685  -1.9674125   1.3473333   0.38271105  0.4054187  -0.14741683
 -2.0010242   0.9234445   6.164364    2.5909336   4.454384    0.19438264
  0.17825353  1.0435668   3.6513317  -0.7756588   0.32155958 -1.7348852
 -4.2484393  -2.685736    2.6609588  -2.4377904   1.9984174  -1.5482123
  2.0818365  -2.3367348   2.0800128   0.17059863  3.2523952  -1.3706012
  3.260051    5.4014945 ]",0,0
202,265.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[ 1.7234942   2.7500856  -5.9585085   0.59669274  1.664651   -3.7798724
 -3.253336    0.14327744 -1.3510553   2.5241995  -3.7325735   8.786337
  2.270979    1.6610159  -2.2965379  -0.78824     3.0242383   1.6064366
 -3.0448554   2.6783345  -4.1167603   2.056723   -2.8457468  -1.2105607
 -2.2397578  -4.8762794   6.3475776   7.577203   -1.0624278   2.1513402
 -5.323844    5.316346    2.499083   -7.198802   -3.7922487   6.243974
  0.3530509   3.5532718  -3.4261909   0.30156812  1.6058828  -3.8725154
  0.53463787 -0.67510617  0.99973357 -0.3635272   3.2252283  -1.6334343
  7.6139207  -3.2018483 ]",1,1
203,266.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[ 0.076924    4.367819   -0.7180522  -3.4380338  -0.38172665  1.865085
  1.9709306   2.1827905  -3.8747866  -2.9900556  -0.75263375 -0.5315341
  1.8186536  -0.13325334  0.29610598  3.1664205   3.1403747   1.0454293
 -2.1454237  -3.0883217   1.5550807  -0.12654892  1.8405699  -0.7026841
 -0.92759943 -4.3757353   1.9473745  -2.2031171   3.0672805   0.42982727
  0.11031074  1.2037394   2.9382374   1.4548753  -1.0439548   2.2100525
  0.24691476 -0.1855117   1.0630561  -0.41547593 -1.2836653  -1.5779862
  0.36695352 -0.7639112  -0.04484611 -3.5088432   3.1585386  -0.25236517
  0.2243897  -1.415489  ]",0,0
204,268.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[-0.21381275 -1.7776966  -0.48366794  2.3675826   1.9063373   0.42979935
  5.686477   -1.0469462   2.6751087  -1.924892   -2.7750804  -3.3569827
  1.32299     1.30092    -5.164485    2.241244   -1.2460573  -3.774248
  0.06072796  0.57636213  0.366218   -0.5238425   2.4532561   1.2923753
 -4.110039   -2.3508694   0.4524982  -1.5582232  -2.8888736   1.6777128
  3.7905598   3.4333591   5.9565964   1.6377494  -3.5540426   3.7532642
 -1.3843179   0.23058012  6.2602644   0.30322716  1.5476794   0.7906014
  3.982424   -2.6558108  -0.8404665  -4.177726    0.67056054 -2.1106055
  3.667314    1.5198213 ]",0,0
205,269.0,"[-3.3570843   3.6897197  -3.2487981  -2.5523129   2.1635983   2.7957702
 -0.11716904  4.618355    0.05294466 -2.9783692   1.4865856   1.2771082
 -3.2018893  -0.62083197 -0.08745693 -0.5027348   0.95984477 -1.8459393
 -2.1071076  -1.8144783  -4.528482    1.2375816  -0.2874339   1.3616529
  0.4270388  -1.3182826   0.8089585  -1.8414028  -2.0339425   2.3761175
  2.044178   -3.5619314   1.0272278   2.778363   -1.9294742  -0.39005715
 -1.4560798  -0.18756916  5.1031666   1.0461243   0.7949539  -2.7705553
 -0.83809614 -0.66582835 -0.85884523  0.5778204   2.935003   -4.166164
  0.3340706   4.0004654 ]","[ 2.1447608   3.5189726   1.9843534   0.39595485  0.9677552  -2.427213
  3.642119   -3.073222    2.6131475  -2.7001104  -2.581959   -0.87713873
  1.5168742   3.181757   -4.9399157   2.0288854  -2.15662    -1.4616737
  1.4979264  -3.2310247  -4.0156384   1.8357184   2.1763618  -1.7635043
 -3.6540318  -0.3881929   1.2637272   2.0102663   2.3422873   0.6078979
  5.67914     4.065309    2.7601128  -1.38855    -1.7857587   7.168757
 -2.4054005   2.8176851   1.904117   -0.49799094  0.5550473  -5.1159177
  2.9714794  -0.30449885 -1.686894   -0.8173684  -5.313051   -4.8055687
 -2.8225553   1.8308032 ]",0,0
206,270.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[ 6.426463   -0.914245   -5.4109006   2.241794   -1.1063744  -1.5115467
 -2.4624178  -0.2389769  -3.6747642  -1.2402446  -0.55098784  4.271571
  2.2361128  -0.47414973  2.3086429   0.4638377   3.1608489   2.9964325
 -2.5288408  -2.7172563   2.1895642   3.7438297  -0.87632865  0.9075995
  0.32330865 -0.09118721  1.027009    1.8563255   3.5838573  -0.7280586
  2.7369452  -0.19428208 -0.80851746  2.6840663  -1.5607102   2.5943062
 -1.162924   -2.498844    1.4819684  -4.5436606   2.7857845   0.12451386
  3.6227953  -3.7922606  -1.4611638   1.7675545   9.520648    1.4665079
 -6.0721474   3.6786325 ]",0,0
207,271.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[-7.340902   -2.531378    1.975088   -2.8851795  -1.4126161   2.2217932
 -4.7193255  -8.209462    3.77133     1.4524584   1.9006072  -1.4713218
 -2.5461183  -2.1537275   0.5754628  -3.081138   -2.869396    1.1862578
 -4.105451    8.390919    3.8382225   2.1367033  -0.50066644 -7.3076534
 -1.755366   -4.456998    2.0215445   1.4896332  -3.5765839   1.6513306
  4.4342985   2.5570397   3.1115808   0.6902384   2.9847484  -4.207086
 -3.1508145  -0.38378462 -3.3158684  -1.7794619  -6.092341   -5.6306686
  5.3753953   3.246016   -1.1936206   1.409482    7.2224016   3.880943
  3.466893    4.334057  ]",0,1
208,272.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[-0.38399652 -0.38136408 -0.36232924 -1.0215089  -0.6109947  -0.42330885
  0.28931433  0.15652691 -0.30115905 -0.18004078  0.5409186   0.00250076
 -0.6336035  -0.7488701   0.45667598 -0.5275996  -0.09165017  0.1809168
  0.19666804 -0.40617427 -0.9216837   1.0259972  -0.47625145  0.857767
  0.02429632 -0.88436973  0.29393774  0.1660352  -0.17622633  0.2878059
 -0.12310582 -1.0962965   0.05019073  0.18102218 -0.5706366   0.37520385
  0.17762895  0.3438859   0.71068704 -0.18795434 -0.42429072 -0.35380724
 -0.19447485 -0.37375373 -0.67490274  0.12228934  1.0015509  -0.616002
  0.05196311 -0.2135249 ]",0,0
209,273.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[-6.2400956   5.619385    3.4685352  -2.5830503  -0.9227536  -1.949232
  5.39749     6.7330146  -0.16108644 -3.1450508   1.6859651  -4.020875
 -3.1618667  -2.2557228   4.988474   -5.3906107   2.8141985  -0.4331356
  0.46340686 -1.0687816  -2.132968    6.3106875  -2.9389052   8.047324
 -1.6102216  -4.15348    -3.1937175   1.0969837   0.4437835  -2.6504664
 -0.901547   -1.5870198   2.6780598  -2.0795085   5.911341   -0.59598476
 -3.2209194   0.22179177  7.1714435  -0.1836371   2.0247753  -0.58951986
 -2.4493003  -6.9318476   0.01507496  1.5356815  12.920504   -8.289068
 -0.7696263  -3.5127332 ]",0,0
210,276.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[-2.1281404  -0.16346803  0.20542558 -1.4435762  -1.4119965   0.59967345
 -0.62311333 -0.36488172  3.3828588  -1.650576    1.0059223   2.2809248
 -4.233297   -2.1651635   4.398218   -2.8400607   3.027154   -1.7362347
  0.85679257  0.89411736 -3.9922981   2.217692   -1.1532922   5.221961
  1.1337413  -1.7414116  -0.6727056   0.6526043   0.37369633  0.5534408
  2.327615   -3.765532    0.50059414 -3.994788   -1.1187141   0.3754984
  1.7907598   1.309823    1.7935493  -1.3485767  -4.7826314  -2.57044
 -1.2164426  -3.8095937  -3.134803   -0.57813305  4.4532886  -5.104788
  1.6726664   1.2177674 ]",0,0
211,277.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[ 0.16773772  0.28266928 -0.31523666 -0.56162006 -0.3417775  -0.08055195
 -0.00549197  0.16104954  0.19172405 -0.09875194  0.04934238 -0.16199754
 -0.10009849  0.10835253  0.00563729 -0.6003589   0.06343433  0.9517024
 -0.01297334 -0.39491296 -0.95443     0.05498298 -0.12795815  0.877712
 -0.05515749 -0.7773201   0.2707178   0.07494719  0.56539786  0.1882858
  0.03627056 -1.0063565   0.15618916 -0.37364304 -0.37467402  0.02081467
  0.08314391 -0.3931149   0.33608454  0.40226194 -0.47809643 -0.46619633
 -0.75081974  0.00782215 -0.7436482  -0.1380567   1.2467486  -0.5017035
 -0.2241899   0.8266526 ]",0,0
212,278.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[ 9.628667   -2.017336   -0.76924497  6.103298   -3.8198195  -1.7787807
 -5.2461195   0.8355934  -0.14526027  0.23277853 -4.8193245  -3.829568
 -1.0112562  -3.407552   -5.7677097  -0.09411066  5.344929   -3.1889594
 -1.3738471  -0.20939095  3.844235    1.0022578   2.9767818   5.1627784
 -2.0699232   5.134877    2.3024085   0.5438454   3.4830291  -2.9165668
  3.4124818  -1.8994225   1.1778526  -4.041873    3.429858   -0.17526494
 -4.404583   -1.5102845  -3.129994   -5.0629344  -2.8907354  -4.715547
  7.183425   -5.2917166   4.872589   -1.1907122   1.9097705   2.0954332
  5.7724576   1.3411545 ]",0,0
213,279.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[-1.2425853  -0.70785356  0.55451     1.2614914   0.04492518 -0.10099649
  0.13147943 -2.2017446   2.6481562  -1.9963827  -1.0038749   0.44050655
  1.0467511   2.1706696  -0.8939212   0.8331343   1.546661   -2.5375075
 -0.32914075 -0.06538345 -0.4395732  -0.481102   -0.13687587  1.361969
 -1.9430187  -2.1440115  -0.72106886 -2.7675123  -1.2184747  -1.1303308
  1.6728287   3.3100822   5.2272353   1.2495654  -2.777668    2.167266
 -0.47306073 -2.7232964   1.313965    1.7834603   2.6747124  -1.342652
  2.8074296  -3.1565697  -0.34280998 -4.1821656   0.08832424 -2.397652
  2.7971394   1.5360026 ]",1,1
214,280.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[-2.1257327  -2.8637586  -6.6754637   5.708012    1.0657506  -0.47452983
 -3.6992502  -2.471428   -1.7478228   3.8983033  -1.0638106  -4.6938844
  7.4438515   0.97904706 -0.77041453 -1.9134012   7.1623487   0.26661822
 -4.510223    6.3487935   4.993813   -1.0639836  -1.8435637   2.2621284
  2.5093448   3.8926678   6.689071   -2.7373748   2.8192694   0.6936198
  6.141184   -6.473424    5.875936   -2.5906627  -4.685121    4.754829
 -2.3115761   4.2678504  -5.0775957  -4.04168    -2.652055    0.08024757
  7.0604305   0.0140755   4.4709663   1.4104679   1.0812721   3.1534286
  5.245886   -0.6715584 ]",0,0
215,282.0,"[ 0.997386    2.3988209  -3.0376406   0.81584805 -1.6229007   2.8811963
 -0.9127099  -2.704367    0.12181438 -0.51336706 -1.6491535  -2.9331746
  4.188203    3.0615022  -2.3529634   0.4374754   3.2393746  -1.5008271
  1.1484956  -1.5229882   3.7909067  -0.73443055  2.510787    2.880838
  1.1797091   0.41207984  2.995419   -2.3725164   3.0012643   2.3138354
  0.8126859  -0.7852016   3.0251887   1.9373267   0.47722772  0.416359
 -7.3228984   2.353972   -0.0728378  -1.4630442  -1.9475538   0.4102408
  3.4997196   0.08015932  2.7291365  -1.2905238   3.8139734  -3.6601963
  3.9813077   5.4369807 ]","[ 1.0013298  -0.7503661   0.7602093  -0.12511511 -0.48854774  0.09552214
 -1.4400383   0.10582147 -1.246465   -0.35079068 -0.8454843  -0.8197896
  1.7149099  -2.0477526  -0.36730185  1.0889943   0.14731187 -0.6394644
 -0.18572655 -1.6029128  -0.1507792   0.6850851  -0.97496146 -0.07857157
  0.43644732 -2.1976974  -0.67242926 -0.45886594  1.3191974   1.7099822
 -0.45053047  0.0534884   1.9698356   2.5162573  -2.5149262  -0.32237226
 -2.6629634  -0.28865278 -0.823407    0.7526767  -0.47036576 -0.1350373
  0.821723    0.5843241  -0.05292495  1.2238748   2.8330262   1.0013384
 -1.5700734  -1.0010296 ]",0,0
